smiles,DSSTox_CID,Formula,FW,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
COc1cc(-c2ccc(N)c(OC)c2)ccc1N.Cl.Cl,485,C14H18Cl2N2O2,317.2109 (244.2890+36.4609+36.4609),0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,1.0,
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,779,C24H40O3,376.5726,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,1.0,
COC(=O)c1ccc(I)cc1S(=O)(=O)[N-]C(=O)Nc1nc(C)nc(OC)n1.[Na+],14673,C14H13IN5NaO6S,529.2422 (506.2529+22.9892),0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cn1c(=N)[nH]c2[nH]cnc2c1=O,29336,C6H7N5O,165.1527,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl,1278,C12H21ClN2O3S,308.8247 (272.3638+36.4609),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CC(=O)C(C)O,4399,C4H8O2,88.1051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1,9320,C17H27NO2,277.4018,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CCCCC[Si](OCC)(OCC)OCC,22491,C11H26O3Si,234.4078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC[C@@H](N)CO,9275,C4H11NO,89.1362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,25167,C16H16ClN3O3S,365.8345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
COc1cc(CCN)cc(OC)c1OC.Cl,28805,C11H18ClNO3,247.7185 (211.2576+36.4609),0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,14401,C16H23N3OS,305.4383,0.0,,0.0,,,0.0,,0.0,0.0,,,
CCC(C)OC(C)CC,7636,C8H18O,130.2279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COC(=O)CCCCCCCCC(=O)OC,6740,C12H22O4,230.3007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC(C)c1ccc2ncccc2c1,27465,C12H13N,171.2383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,28760,C16H14F3NO3S,357.3475,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
COC1=CC(=O)O[C@@H](/C=C/c2ccc3c(c2)OCO3)C1,13674,C15H14O5,274.2687,0.0,,1.0,,,0.0,0.0,,0.0,0.0,,0.0
C=C(Cl)CCl,5012,C3H4Cl2,110.9699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCc1cc(OC)c(C[C@@H](C)N)cc1OC.Cl,28815,C13H22ClNO2,259.7723 (223.3113+36.4609),0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0
NCC1(CC(=O)O)CCCCC1,74,C9H17NO2,171.2368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CC[N+](C)(CC)CC.[Cl-],24498,C7H18ClN,151.6775 (116.2240+35.4535),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CSc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,22263,C7H3Cl5S,296.4287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
OCCOCCO,462,C4H10O3,106.1204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,9315,C18H30O,262.4302,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
O=[N+]([O-])c1ccc(CCO)cc1,5764,C8H9NO3,167.162,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,3016,C21H28O2,312.4458,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0
O=C(O)c1ccc(O)cc1,6647,C7H6O3,138.1207,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,13757,C12H9N3O5S,307.282,0.0,,1.0,,1.0,0.0,0.0,,1.0,,1.0,1.0
O=C1OC(O)C(C(Cl)Cl)=C1Cl,276,C5H3Cl3O3,217.4345,0.0,1.0,0.0,,0.0,,1.0,1.0,1.0,,,1.0
CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,20283,C14H12Cl2O,267.1505,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1.0,0.0
CCCCCC1CCCC(=O)O1,24496,C10H18O2,170.2487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C(N)NCC1COc2ccccc2O1,26166,C10H13N3O2,207.2291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CC(C)OB(OC(C)C)OC(C)C,7598,C9H21BO3,188.0722,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1.O=C(O)/C=C\C(=O)O,20234,C13H11Cl2N5O4,372.1635 (256.0914+116.0722),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
Cc1cc(C(=C2C=CC(=Nc3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)O)C=C2)c2ccc(Nc3ccc(S(=O)(=O)[O-])cc3)cc2)ccc1N.[Na+].[Na+],24904,C32H25N3Na2O9S3,737.7301 (22.9892+22.9892+691.7517),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,263,C14H19Cl2NO2,304.2122,0.0,0.0,0.0,,,,,1.0,1.0,0.0,0.0,1.0
S=C(NC1CCCCC1)NC1CCCCC1,451,C13H24N2S,240.4081,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O.C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O.O.O.O,863,C20H32N2O11,476.4749 (211.2145+211.2145+18.0153+18.0153+18.0153),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
CC[C@H](O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1.Cl,28842,C21H30ClNO,347.9220 (311.4611+36.4609),0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,12649,C19H25NO4,331.4061,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,
c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,6252,C18H15O3P,310.2837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,6536,C10H2O6,218.1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,1244,C43H58N4O12,822.9402,0.0,0.0,0.0,,0.0,0.0,,,0.0,,1.0,0.0
CC(=O)Nc1ccc(S(N)(=O)=O)cc1,21529,C8H10N2O3S,214.2416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,4316,C9H16N4OS,228.3145,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNCCc1ccccc1.O=S(=O)(O)O,1144,C8H14N2O4S,234.2728 (136.1943+98.0785),1.0,0.0,1.0,,1.0,0.0,0.0,,,,0.0,0.0
CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,552,C21H28N2O5,388.4574 (118.0880+270.3694),0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
Cl.Cl.OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,25752,C23H31Cl2N3O,436.4177 (36.4609+36.4609+363.4959),0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0
O=S(=O)(OC[C@H]1O[C@@](COS(=O)(=O)[O][Al]([OH])[OH])(O[C@H]2O[C@H](COS(=O)(=O)[O][Al]([OH])[OH])[C@@H](OS(=O)(=O)[O][Al]([OH])[OH])[C@H](OS(=O)(=O)[O][Al]([OH])[OH])[C@H]2OS(=O)(=O)[O][Al]([OH])[OH])[C@@H](OS(=O)(=O)[O][Al]([OH])[OH])[C@@H]1OS(=O)(=O)[O][Al]([OH])[OH])[O][Al]([OH])[OH].[OH][Al]([OH])[Al]([OH])[OH].[OH][Al]([OH])[Al]([OH])[OH].[OH][Al]([OH])[Al]([OH])[OH].[OH][Al]([OH])[Al]([OH])[OH],28892,C12H46Al16O67S8,1950.6781 (121.9924+1462.7083+121.9924+121.9924+121.9924),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CCC(C)(C)c1ccc(O)cc1,1771,C11H16O,164.2441,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,10787,C15H14N4O,266.2979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
Cc1ccccc1,1360,C7H8,92.1384,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1c(C)n(Cc2ccccc2)c2ccc(C(=O)OCCN(C)C)cc12,26137,C22H26N2O2,350.454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
ClCc1ccccc1.O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,26830,C28H29ClN2O2,460.9951 (334.4116+126.5835),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,674,C17H17ClO6,352.7663,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0
C1=COCCC1,21426,C5H8O,84.1164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Nc1ncnc2[nH]cnc12,2557,C5H5N5,135.1267,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0
CC(O)C(=O)O,3192,C3H6O3,90.0779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,23952,C14H9Cl3N2OS,359.6581,0.0,0.0,,1.0,,,0.0,,,,1.0,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,16496,C21H28O2,312.4458,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0
O=c1[nH]c2ccccc2c(=O)o1,6955,C8H5NO3,163.1302,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,3043,C16H14O3,254.2806,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0
Cl.N=C(N)c1ccccc1,24401,C7H9ClN2,156.6128 (36.4609+120.1518),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,20750,C22H29ClO5,408.9157,1.0,1.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0
Clc1ccc(Cl)c(Cl)c1Cl,6088,C6H2Cl4,215.8921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,26749,C40H56O2,568.8714,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,1.0
O=C(O)c1cc(O)nc(O)n1,5814,C5H4N2O4,156.0963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)c1cnccn1,1215,C5H5N3O,123.1127,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],12553,C16H12ClF4N3O4,421.7308,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,26273,C14H20N2O3S,296.3852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
O=C(CCCN1CCC(n2c(=S)[nH]c3ccccc32)CC1)c1ccc(F)cc1,3673,C22H24FN3OS,397.5089,0.0,0.0,1.0,1.0,,0.0,,,,,0.0,0.0
C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C,28566,C27H44O3,416.6365,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0
CCCCCCCCCC(=O)N(C)C,7764,C12H25NO,199.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,1248,C23H22O6,394.4172,0.0,,0.0,,,,,1.0,0.0,,,1.0
C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,26465,C24H30O3,366.4932,1.0,1.0,0.0,0.0,,0.0,,,0.0,,,0.0
O=c1[nH]c(=O)n(Cl)c(=O)n1Cl,4993,C3HCl2N3O3,197.9643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,5165,C10H6N2O4,218.1656,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CCCC(C)C1(CC)C(=O)N=C(O)NC1=O,3435,C11H18N2O3,226.2722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CCC(C(=O)OCCN(CC)CC)c1ccccc1,25640,C16H25NO2,263.3752,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
COc1ccccc1NC(=O)CC(C)=O,6558,C11H13NO3,207.2258,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=C(C)C(N)=O,9600,C4H7NO,85.1045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCc1c(OCCCOc2ccc(OCC(=O)O)cc2)ccc(C(C)=O)c1O,20745,C22H26O7,402.4376,0.0,,0.0,,0.0,0.0,1.0,,0.0,0.0,0.0,
CCCOC/C(=N\c1ccc(Cl)cc1C(F)(F)F)n1ccnc1,12500,C15H15ClF3N3O,345.7473,0.0,,0.0,1.0,,,1.0,1.0,0.0,,,
CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,14769,C17H27NO3,293.4012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
COC(=O)c1ccccc1Cl,24701,C8H7ClO2,170.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2c(c1OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(C)=O)CC2,25330,C27H33NO10S,563.6166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
C=CCCCCCCCCCC,6914,C12H24,168.319,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,6689,C14H32N2O4,292.4149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
O=C(OCc1ccccc1)c1ccccc1O,4598,C14H12O3,228.2433,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
NC(=S)N/N=C/c1cccnc1,26392,C7H8N4S,180.2302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CCOc1ccc(NC(C)=O)cc1,1116,C10H13NO2,179.2157,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1=CCC(c2ccccc2)CC1,27176,C12H14,158.2396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)(C#N)Nc1nc(Cl)nc(NC2CC2)n1,14844,C10H13ClN6,252.7034,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,26061,C25H35N3O6S,505.6269,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
[Ca+2].[Cl-].[Cl-],235,CaCl2,110.9840 (35.4535+40.0769+35.4535),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COC(=O)c1ccc(C(=O)O)cc1,7425,C9H8O4,180.1574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C(N)N.N=C(N)N.O=C(O)O,9189,C3H12N6O3,180.1658 (59.0705+62.0248+59.0705),0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,25606,C17H21NO3,287.3535,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,686,C6H6Cl6,290.8298,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,322,C10H13ClN2O3S,276.7398,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
N#Cc1cc(Br)c(O)c(Br)c1,2162,C7H3Br2NO,276.9128,1.0,,1.0,,,0.0,,,,0.0,,1.0
CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1.Cl,25359,C20H24ClNS,345.9293 (309.4683+36.4609),0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0
O=c1[nH][nH]c(=O)c2cc([N+](=O)[O-])ccc12,5774,C8H5N3O4,207.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,2659,C21H25NO,307.4293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,26481,C28H28O3,412.5201,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,1.0
N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,28234,C46H64N14O12S2,1069.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,26485,C16H14F3N5O,349.3105,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
C=CCOC(=O)C(=C)C,1816,C7H10O2,126.1531,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,26507,C27H32ClNO2,438.0015,0.0,0.0,,,,0.0,,,,,,
O=C1[O][Pt]2([NH][C@@H]3CCCC[C@H]3[NH]2)[O]C1=O,16760,C8H12N2O4Pt,395.2759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0
O=C1N=C2SCCN2C(=O)C1Cc1ccc(Cl)cc1,26208,C13H11ClN2O2S,294.7566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
C=COC(=O)C(C)(CC)CCC(C)C,9369,C12H22O2,198.3019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3C[C@@H](O)CC[C@]3(C)[C@H]1CC2,16514,C19H32O,276.4568,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCCCOCCOCCO,6921,C10H22O3,190.2799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)OC(=O)Nc1cccc(Cl)c1,764,C10H12ClNO2,213.6608,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,,0.0
Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Ag+],28572,C10H9AgN4O2S,357.1373 (249.2696+107.8677),0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
CC(=O)CC(=O)Nc1ccc(S(=O)(=O)[O-])cc1.[K+],24722,C10H10KNO5S,295.3534 (256.2556+39.0978),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
C=CC(C)(O)CCC=C(C)C,5502,C10H18O,154.2493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCOC(=O)c1ccccc1,20694,C11H14O2,178.2277,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,22423,C28H38O19,678.5899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCOCCOCCOCCO,1520,C10H22O4,206.2793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCC(C)(COC(N)=O)COC(N)=O,3261,C9H18N2O4,218.2502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
CCOP(=O)(OCC)SCCSCC,2306,C8H19O3PS2,258.3384,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc([N+](=O)[O-])c(N)c1,5634,C7H8N2O2,152.1506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Nc1ccc2ccccc2c1,921,C10H9N,143.1852,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oc1cccc[c]1[Hg][Cl],22224,C6H5ClHgO,329.1463,0.0,1.0,,,,1.0,,,,,,
COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,26024,C16H18ClNO6S2,419.9002 (321.8217+98.0785),0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0
CO[C@@H]1[C@H](OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C,20736,C26H34O7,458.544,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
C1CCC2CCCCC2C1,4912,C10H18,138.2499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
O=[N+]([O-])c1ccc(CCl)cc1,5745,C7H6ClNO2,171.581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
CCSC(=O)N(CC)CC,21925,C7H15NOS,161.2651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1cccc(C=O)c1,24447,C8H8O2,136.1479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCO[Si](CC(C)C)(OCC)OCC,24857,C10H24O3Si,220.3813,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0
NCCCCCCN,4922,C6H16N2,116.2046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccccc1,26406,C14H11NO4,257.2414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
O=C(Cl)C(Cl)Cl,4965,C2HCl3O,147.3877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC(C)CCCCCCc1ccc(O)cc1,9055,C15H24O,220.3505,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,1.0,
CCCCCCCCCC(C)C=O,27629,C12H24O,184.3184,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,,0.0,0.0
